Date,Store_ID,Product_ID,Category,Region,Inventory_Level,Units_Sold,Units_Ordered,Price,Revenue,Discount,Weather,Promotion,Competitor_Pricing,Seasonality,Epidemic,Demand
5/13/2022,S002,P0013,Groceries,South,230,54,0,20.99,1133.46,0,Sunny,No,22.29,Spring,Yes,82
5/13/2022,S002,P0014,Electronics,South,102,98,389,130.15,12754.7,0,Sunny,No,152.65,Spring,Yes,108
5/13/2022,S002,P0015,Clothing,South,633,168,728,79.2,13305.6,10,Sunny,Yes,93.03,Spring,Yes,180
5/13/2022,S002,P0016,Clothing,South,274,77,0,94.73,7294.21,0,Sunny,No,103.02,Spring,Yes,116
5/13/2022,S002,P0017,Toys,South,165,16,0,13.9,222.4,10,Sunny,No,15.02,Spring,Yes,16
5/13/2022,S002,P0018,Clothing,South,137,59,95,26.61,1569.99,10,Sunny,No,24.55,Spring,Yes,98
5/13/2022,S002,P0019,Clothing,South,322,146,0,86.79,12671.34,10,Sunny,No,99.77,Spring,Yes,126
5/13/2022,S002,P0020,Furniture,South,257,33,0,86.68,2860.44,20,Sunny,Yes,102.41,Spring,Yes,29
5/13/2022,S003,P0001,Toys,East,122,84,196,16.18,1359.12,5,Rainy,No,15.77,Spring,Yes,84
5/13/2022,S003,P0002,Groceries,East,876,35,0,46.3,1620.5,10,Rainy,No,42.09,Spring,Yes,58
5/13/2022,S003,P0003,Electronics,East,136,29,0,72.34,2097.86,0,Rainy,No,83.45,Spring,Yes,37
5/13/2022,S003,P0004,Groceries,East,192,68,0,16.09,1094.12,25,Rainy,Yes,18.24,Spring,Yes,76
5/13/2022,S003,P0005,Toys,East,543,12,0,14.64,175.68,10,Rainy,Yes,17.29,Spring,Yes,10
5/13/2022,S003,P0006,Toys,East,90,38,54,29.9,1136.2,10,Rainy,Yes,33.07,Spring,Yes,49
5/13/2022,S003,P0007,Groceries,East,236,91,0,15.98,1454.18,5,Rainy,No,14.45,Spring,Yes,92
5/13/2022,S003,P0008,Clothing,East,448,52,0,90.6,4711.2,15,Rainy,Yes,81.78,Spring,Yes,58
5/13/2022,S003,P0009,Groceries,East,85,71,74,45.19,3208.49,15,Rainy,Yes,48.42,Spring,Yes,92
5/13/2022,S003,P0010,Groceries,East,104,56,51,30.69,1718.64,10,Rainy,No,33.45,Spring,Yes,59
5/13/2022,S003,P0011,Electronics,East,440,53,0,110.18,5839.54,0,Rainy,No,124.87,Spring,Yes,62
5/13/2022,S003,P0012,Furniture,East,149,20,0,78.49,1569.8,0,Rainy,No,86.72,Spring,Yes,17
5/13/2022,S003,P0013,Groceries,East,379,27,0,53.43,1442.61,5,Rainy,No,58.2,Spring,Yes,29
5/13/2022,S003,P0014,Groceries,East,356,74,0,90.8,6719.2,5,Rainy,No,79.15,Spring,Yes,84
5/13/2022,S003,P0015,Groceries,East,29,29,0,84.21,2442.09,20,Rainy,Yes,72.9,Spring,Yes,104
5/13/2022,S003,P0016,Electronics,East,135,31,0,73.33,2273.23,5,Rainy,No,81.04,Spring,Yes,26
5/13/2022,S003,P0017,Furniture,East,503,11,0,90.09,990.99,10,Rainy,No,87.01,Spring,Yes,14
5/13/2022,S003,P0018,Furniture,East,228,48,193,111.95,5373.6,10,Rainy,No,128.41,Spring,Yes,53
5/13/2022,S003,P0019,Groceries,East,87,57,75,47.34,2698.38,10,Rainy,No,43.94,Spring,Yes,69
5/13/2022,S003,P0020,Clothing,East,471,58,0,54.78,3177.24,20,Rainy,Yes,61.45,Spring,Yes,72
5/13/2022,S004,P0001,Groceries,West,757,65,0,10.72,696.8,0,Rainy,No,9.63,Spring,Yes,73
5/13/2022,S004,P0002,Groceries,West,214,53,0,19.74,1046.22,0,Rainy,No,18.1,Spring,Yes,75
5/13/2022,S004,P0003,Furniture,West,108,20,0,118.27,2365.4,0,Rainy,No,102.19,Spring,Yes,20
5/13/2022,S004,P0004,Groceries,West,275,90,296,50.3,4527,10,Rainy,Yes,57.03,Spring,Yes,110
5/13/2022,S004,P0005,Clothing,West,145,145,163,75.21,10905.45,15,Rainy,Yes,71.76,Spring,Yes,141
5/13/2022,S004,P0006,Groceries,West,133,60,193,33.13,1987.8,10,Rainy,Yes,28.58,Spring,Yes,85
5/13/2022,S004,P0007,Groceries,West,166,58,0,25.68,1489.44,5,Rainy,No,22.68,Spring,Yes,66
5/13/2022,S004,P0008,Furniture,West,94,21,0,70.15,1473.15,20,Rainy,Yes,68.7,Spring,Yes,31
5/13/2022,S004,P0009,Clothing,West,177,177,600,117.04,20716.08,20,Rainy,Yes,124.25,Spring,Yes,176
5/13/2022,S004,P0010,Groceries,West,729,39,0,20.41,795.99,5,Rainy,No,23.39,Spring,Yes,46
5/13/2022,S004,P0011,Clothing,West,434,74,0,50.95,3770.3,10,Rainy,No,55.49,Spring,Yes,80
5/13/2022,S004,P0012,Electronics,West,60,47,50,98.07,4609.29,0,Rainy,No,105.21,Spring,Yes,50
5/13/2022,S004,P0013,Groceries,West,311,88,327,19.77,1739.76,10,Rainy,No,17.33,Spring,Yes,103
5/13/2022,S004,P0014,Furniture,West,161,3,0,119.24,357.72,5,Rainy,No,143.97,Spring,Yes,4
5/13/2022,S004,P0015,Furniture,West,166,20,0,65.64,1312.8,15,Rainy,Yes,69.19,Spring,Yes,18
5/13/2022,S004,P0016,Furniture,West,131,26,81,105.19,2734.94,0,Rainy,No,97.24,Spring,Yes,32
5/13/2022,S004,P0017,Clothing,West,133,43,0,77.75,3343.25,5,Rainy,No,84.71,Spring,Yes,47
5/13/2022,S004,P0018,Furniture,West,94,51,54,151.88,7745.88,5,Rainy,No,144.48,Spring,Yes,58
5/13/2022,S004,P0019,Clothing,West,169,33,0,49.12,1620.96,5,Rainy,No,56.71,Spring,Yes,54
5/13/2022,S004,P0020,Furniture,West,37,31,0,97.2,3013.2,15,Rainy,Yes,85.68,Spring,Yes,27
5/13/2022,S005,P0001,Groceries,North,130,100,176,11.54,1154,5,Sunny,No,10.97,Spring,Yes,86
5/13/2022,S005,P0002,Electronics,North,244,77,200,37.19,2863.63,0,Sunny,No,39.47,Spring,Yes,64
5/13/2022,S005,P0003,Toys,North,120,50,62,28.39,1419.5,0,Sunny,No,27.7,Spring,Yes,62
5/13/2022,S005,P0004,Groceries,North,176,63,0,6.4,403.2,15,Sunny,Yes,5.46,Spring,Yes,77
5/13/2022,S005,P0005,Groceries,North,305,91,0,14.58,1326.78,10,Sunny,Yes,12.52,Spring,Yes,81
5/13/2022,S005,P0006,Groceries,North,265,215,749,61.16,13149.4,20,Sunny,Yes,66.76,Spring,Yes,184
5/13/2022,S005,P0007,Groceries,North,315,69,0,74.35,5130.15,5,Sunny,No,63.85,Spring,Yes,69
5/13/2022,S005,P0008,Groceries,North,125,29,0,47.01,1363.29,10,Sunny,Yes,42.68,Spring,Yes,35
5/13/2022,S005,P0009,Groceries,North,0,0,351,81.6,0,20,Sunny,Yes,76.44,Spring,Yes,101
5/13/2022,S005,P0010,Groceries,North,243,63,219,53.54,3373.02,5,Sunny,No,63.71,Spring,Yes,81
5/13/2022,S005,P0011,Electronics,North,390,13,0,59.95,779.35,0,Sunny,No,63.33,Spring,Yes,19
5/13/2022,S005,P0012,Furniture,North,186,55,0,131.44,7229.2,0,Sunny,No,117.25,Spring,Yes,65
5/13/2022,S005,P0013,Groceries,North,388,80,0,67.42,5393.6,5,Sunny,No,61.04,Spring,Yes,69
5/13/2022,S005,P0014,Furniture,North,300,15,0,127.35,1910.25,10,Sunny,No,122.59,Spring,Yes,22
5/13/2022,S005,P0015,Groceries,North,320,49,0,32.57,1595.93,25,Sunny,Yes,39.25,Spring,Yes,58
5/13/2022,S005,P0016,Toys,North,341,55,0,26.59,1462.45,10,Sunny,No,30.22,Spring,Yes,48
5/13/2022,S005,P0017,Toys,North,106,20,0,30.47,609.4,0,Sunny,No,27.44,Spring,Yes,26
5/13/2022,S005,P0018,Clothing,North,107,107,232,31.07,3324.49,0,Sunny,No,30.39,Spring,Yes,202
5/13/2022,S005,P0019,Furniture,North,148,32,0,106.77,3416.64,10,Sunny,No,120,Spring,Yes,33
5/13/2022,S005,P0020,Toys,North,107,24,0,18.64,447.36,20,Sunny,Yes,21.05,Spring,Yes,21
5/14/2022,S001,P0001,Electronics,North,135,36,0,49.56,1784.16,20,Rainy,Yes,56.67,Spring,Yes,54
5/14/2022,S001,P0002,Clothing,North,142,142,197,83.42,11845.64,10,Rainy,Yes,73.58,Spring,Yes,200
5/14/2022,S001,P0003,Clothing,North,439,127,0,54.56,6929.12,10,Rainy,Yes,63.86,Spring,Yes,126
5/14/2022,S001,P0004,Electronics,North,105,72,207,82.82,5963.04,25,Rainy,Yes,78.3,Spring,Yes,86
5/14/2022,S001,P0005,Groceries,North,579,95,0,53.52,5084.4,10,Rainy,Yes,60.7,Spring,Yes,99
5/14/2022,S001,P0006,Toys,North,156,39,0,31,1209,5,Rainy,No,33.37,Spring,Yes,33
5/14/2022,S001,P0007,Groceries,North,273,62,0,22.34,1385.08,0,Rainy,No,24.34,Spring,Yes,68
5/14/2022,S001,P0008,Electronics,North,62,62,70,39.24,2432.88,5,Rainy,No,43.43,Spring,Yes,71
5/14/2022,S001,P0009,Clothing,North,180,113,128,87.73,9913.49,10,Rainy,Yes,98.25,Spring,Yes,123
5/14/2022,S001,P0010,Furniture,North,284,32,0,87.92,2813.44,25,Rainy,Yes,80.11,Spring,Yes,38
5/14/2022,S001,P0011,Furniture,North,169,20,0,128.02,2560.4,10,Rainy,No,127.82,Spring,Yes,28
5/14/2022,S001,P0012,Groceries,North,184,57,123,72.02,4105.14,0,Rainy,No,78.48,Spring,Yes,59
5/14/2022,S001,P0013,Toys,North,91,45,50,27.76,1249.2,5,Rainy,No,30.01,Spring,Yes,59
5/14/2022,S001,P0014,Groceries,North,482,74,0,66.43,4915.82,5,Rainy,No,58.29,Spring,Yes,71
5/14/2022,S001,P0015,Toys,North,74,27,50,12.93,349.11,0,Rainy,No,11.73,Spring,Yes,24
5/14/2022,S001,P0016,Groceries,North,292,46,0,31.58,1452.68,10,Rainy,No,36.19,Spring,Yes,69
5/14/2022,S001,P0017,Toys,North,88,50,0,18.25,912.5,5,Rainy,No,21.22,Spring,Yes,48
5/14/2022,S001,P0018,Groceries,North,139,70,105,58.91,4123.7,10,Rainy,Yes,52.45,Spring,Yes,105
5/14/2022,S001,P0019,Furniture,North,95,26,0,84.61,2199.86,10,Rainy,No,91.58,Spring,Yes,28
5/14/2022,S001,P0020,Furniture,North,173,63,0,85.69,5398.47,25,Rainy,Yes,91.82,Spring,Yes,63
5/14/2022,S002,P0001,Groceries,South,340,56,0,58.34,3267.04,25,Cloudy,Yes,65.87,Spring,Yes,86
5/14/2022,S002,P0002,Toys,South,136,70,99,24.49,1714.3,20,Cloudy,Yes,22.03,Spring,Yes,58
5/14/2022,S002,P0003,Groceries,South,448,101,0,72,7272,10,Cloudy,Yes,85.37,Spring,Yes,94
5/14/2022,S002,P0004,Groceries,South,104,104,412,34.79,3618.16,25,Cloudy,Yes,38.33,Spring,Yes,128
5/14/2022,S002,P0005,Electronics,South,283,19,0,61.21,1162.99,20,Cloudy,Yes,61.03,Spring,Yes,31
5/14/2022,S002,P0006,Clothing,South,118,49,0,56.04,2745.96,5,Cloudy,No,63,Spring,Yes,65
5/14/2022,S002,P0007,Toys,South,306,20,0,21.55,431,0,Cloudy,No,24.83,Spring,Yes,22
5/14/2022,S002,P0008,Groceries,South,157,80,115,26.98,2158.4,5,Cloudy,No,24.27,Spring,Yes,112
5/14/2022,S002,P0009,Groceries,South,186,100,0,59.02,5902,10,Cloudy,Yes,62.86,Spring,Yes,114
5/14/2022,S002,P0010,Groceries,South,160,56,0,75.83,4246.48,15,Cloudy,Yes,74.51,Spring,Yes,84
5/14/2022,S002,P0011,Groceries,South,200,34,0,68.41,2325.94,10,Cloudy,No,80.52,Spring,Yes,37
5/14/2022,S002,P0012,Electronics,South,90,59,0,61.64,3636.76,0,Cloudy,No,57.45,Spring,Yes,50
5/14/2022,S002,P0013,Groceries,South,176,58,0,20.37,1181.46,0,Cloudy,No,17.49,Spring,Yes,59
5/14/2022,S002,P0014,Electronics,South,261,35,0,103.46,3621.1,0,Cloudy,No,88.85,Spring,Yes,31
5/14/2022,S002,P0015,Clothing,South,465,58,0,60.94,3534.52,0,Cloudy,No,60.75,Spring,Yes,48
5/14/2022,S002,P0016,Clothing,South,197,111,179,85.87,9531.57,10,Cloudy,No,84.73,Spring,Yes,102
5/14/2022,S002,P0017,Toys,South,311,24,0,16.99,407.76,5,Cloudy,No,15.58,Spring,Yes,38
5/14/2022,S002,P0018,Clothing,South,173,87,0,22.23,1934.01,25,Cloudy,Yes,19.97,Spring,Yes,99
5/14/2022,S002,P0019,Clothing,South,176,47,0,75.96,3570.12,5,Cloudy,No,86.71,Spring,Yes,69
5/14/2022,S002,P0020,Furniture,South,224,46,0,107.68,4953.28,10,Cloudy,Yes,104.79,Spring,Yes,40
5/14/2022,S003,P0001,Toys,East,38,21,0,10.07,211.47,25,Rainy,Yes,12.03,Spring,Yes,35
5/14/2022,S003,P0002,Groceries,East,841,62,0,42.09,2609.58,25,Rainy,Yes,36,Spring,Yes,82
5/14/2022,S003,P0003,Electronics,East,107,33,50,54.95,1813.35,25,Rainy,Yes,59.7,Spring,Yes,41
5/14/2022,S003,P0004,Groceries,East,124,60,0,16.9,1014,25,Rainy,Yes,15.13,Spring,Yes,76
5/14/2022,S003,P0005,Toys,East,531,16,0,13.44,215.04,20,Rainy,Yes,14.3,Spring,Yes,17
5/14/2022,S003,P0006,Toys,East,106,20,0,26.37,527.4,10,Rainy,No,30.5,Spring,Yes,19
5/14/2022,S003,P0007,Groceries,East,145,76,0,14.06,1068.56,10,Rainy,No,12.55,Spring,Yes,71
5/14/2022,S003,P0008,Clothing,East,396,96,0,110.56,10613.76,10,Rainy,No,128.38,Spring,Yes,114
5/14/2022,S003,P0009,Groceries,East,88,41,70,43.76,1794.16,10,Rainy,Yes,51.9,Spring,Yes,67
5/14/2022,S003,P0010,Groceries,East,99,72,91,31.14,2242.08,15,Rainy,Yes,35.66,Spring,Yes,78
5/14/2022,S003,P0011,Electronics,East,387,63,0,115.42,7271.46,0,Rainy,No,110,Spring,Yes,61
5/14/2022,S003,P0012,Furniture,East,129,16,0,73.81,1180.96,10,Rainy,No,78.97,Spring,Yes,27
5/14/2022,S003,P0013,Groceries,East,352,80,0,72.2,5776,0,Rainy,No,63.89,Spring,Yes,80
5/14/2022,S003,P0014,Groceries,East,282,61,0,86.91,5301.51,0,Rainy,No,75.6,Spring,Yes,58
5/14/2022,S003,P0015,Groceries,East,464,75,0,93.65,7023.75,0,Rainy,No,80.78,Spring,Yes,70
5/14/2022,S003,P0016,Electronics,East,240,101,200,99.65,10064.65,5,Rainy,No,116.19,Spring,Yes,109
5/14/2022,S003,P0017,Furniture,East,492,24,0,97.02,2328.48,10,Rainy,No,83.52,Spring,Yes,30
5/14/2022,S003,P0018,Furniture,East,180,34,0,85.11,2893.74,25,Rainy,Yes,101.31,Spring,Yes,31
5/14/2022,S003,P0019,Groceries,East,105,89,79,48.88,4350.32,5,Rainy,No,52.6,Spring,Yes,78
5/14/2022,S003,P0020,Clothing,East,413,112,0,63.44,7105.28,15,Rainy,Yes,73.67,Spring,Yes,97
5/14/2022,S004,P0001,Groceries,West,692,137,0,9.06,1241.22,25,Cloudy,Yes,9.69,Spring,Yes,125
5/14/2022,S004,P0002,Groceries,West,161,22,0,12.58,276.76,20,Cloudy,Yes,15.21,Spring,Yes,30
5/14/2022,S004,P0003,Furniture,West,235,47,223,105.39,4953.33,25,Cloudy,Yes,93.79,Spring,Yes,62
5/14/2022,S004,P0004,Groceries,West,185,78,0,48.82,3807.96,15,Cloudy,Yes,53.97,Spring,Yes,119
5/14/2022,S004,P0005,Clothing,West,163,163,201,93.66,15266.58,10,Cloudy,Yes,83.24,Spring,Yes,202
5/14/2022,S004,P0006,Groceries,West,73,62,0,32.07,1988.34,5,Cloudy,No,35.28,Spring,Yes,75
5/14/2022,S004,P0007,Groceries,West,108,87,0,23.91,2080.17,10,Cloudy,No,26.38,Spring,Yes,75
5/14/2022,S004,P0008,Furniture,West,73,38,50,78.55,2984.9,10,Cloudy,No,92.94,Spring,Yes,42
5/14/2022,S004,P0009,Clothing,West,217,173,0,128.56,22240.88,10,Cloudy,Yes,115.23,Spring,Yes,148
5/14/2022,S004,P0010,Groceries,West,690,67,0,17.9,1199.3,25,Cloudy,Yes,20.21,Spring,Yes,74
5/14/2022,S004,P0011,Clothing,West,360,102,0,61.39,6261.78,10,Cloudy,No,68.39,Spring,Yes,138
5/14/2022,S004,P0012,Electronics,West,63,46,74,104.74,4818.04,0,Cloudy,No,125.39,Spring,Yes,68
5/14/2022,S004,P0013,Groceries,West,223,36,0,18.89,680.04,0,Cloudy,No,18.12,Spring,Yes,60
5/14/2022,S004,P0014,Furniture,West,158,38,0,135.89,5163.82,10,Cloudy,No,126.93,Spring,Yes,34
5/14/2022,S004,P0015,Furniture,West,338,46,0,86.36,3972.56,0,Cloudy,No,94.67,Spring,Yes,44
5/14/2022,S004,P0016,Furniture,West,105,31,0,97.87,3033.97,5,Cloudy,No,109.14,Spring,Yes,39
5/14/2022,S004,P0017,Clothing,West,90,81,123,95.79,7758.99,10,Cloudy,No,103.53,Spring,Yes,123
5/14/2022,S004,P0018,Furniture,West,97,26,0,105.15,2733.9,25,Cloudy,Yes,97.38,Spring,Yes,25
5/14/2022,S004,P0019,Clothing,West,136,107,128,57.12,6111.84,10,Cloudy,No,63.56,Spring,Yes,113
5/14/2022,S004,P0020,Furniture,West,113,36,64,101.91,3668.76,10,Cloudy,Yes,107.75,Spring,Yes,36
5/14/2022,S005,P0001,Groceries,North,30,30,173,10.82,324.6,15,Rainy,Yes,10.6,Spring,Yes,100
5/14/2022,S005,P0002,Electronics,North,167,45,0,28.59,1286.55,20,Rainy,Yes,34.2,Spring,Yes,53
5/14/2022,S005,P0003,Toys,North,132,84,75,24.88,2089.92,15,Rainy,Yes,23.7,Spring,Yes,71
5/14/2022,S005,P0004,Groceries,North,113,113,123,7.57,855.41,15,Rainy,Yes,8.73,Spring,Yes,146
5/14/2022,S005,P0005,Groceries,North,214,59,159,13.65,805.35,15,Rainy,Yes,11.89,Spring,Yes,78
5/14/2022,S005,P0006,Groceries,North,50,50,0,62.14,3107,0,Rainy,No,59.77,Spring,Yes,95
5/14/2022,S005,P0007,Groceries,North,246,35,0,67.14,2349.9,10,Rainy,No,63.76,Spring,Yes,56
5/14/2022,S005,P0008,Groceries,North,96,96,99,58.65,5630.4,10,Rainy,No,52.79,Spring,Yes,94
5/14/2022,S005,P0009,Groceries,North,267,46,0,76.38,3513.48,10,Rainy,Yes,91.15,Spring,Yes,63
5/14/2022,S005,P0010,Groceries,North,180,98,0,56.4,5527.2,10,Rainy,Yes,64,Spring,Yes,113
5/14/2022,S005,P0011,Electronics,North,377,29,0,65.21,1891.09,5,Rainy,No,60.48,Spring,Yes,38
5/14/2022,S005,P0012,Furniture,North,131,22,0,98.76,2172.72,5,Rainy,No,113.66,Spring,Yes,20
5/14/2022,S005,P0013,Groceries,North,308,63,0,71.92,4530.96,0,Rainy,No,66.26,Spring,Yes,73
5/14/2022,S005,P0014,Furniture,North,285,30,0,149.99,4499.7,0,Rainy,No,134.31,Spring,Yes,35
5/14/2022,S005,P0015,Groceries,North,271,76,0,46.66,3546.16,5,Rainy,No,44.62,Spring,Yes,77
5/14/2022,S005,P0016,Toys,North,286,32,0,27.88,892.16,10,Rainy,No,24.94,Spring,Yes,47
5/14/2022,S005,P0017,Toys,North,86,77,53,32.26,2484.02,5,Rainy,No,35.25,Spring,Yes,66
5/14/2022,S005,P0018,Clothing,North,232,102,0,19.3,1968.6,10,Rainy,Yes,21.47,Spring,Yes,90
5/14/2022,S005,P0019,Furniture,North,116,40,96,126.27,5050.8,5,Rainy,No,115.86,Spring,Yes,48
5/14/2022,S005,P0020,Toys,North,83,18,50,18.74,337.32,20,Rainy,Yes,22.57,Spring,Yes,22
5/15/2022,S001,P0001,Electronics,North,255,53,0,50.59,2681.27,25,Cloudy,Yes,50.21,Spring,Yes,63
5/15/2022,S001,P0002,Clothing,North,197,122,0,60.57,7389.54,10,Cloudy,No,71.68,Spring,Yes,104
5/15/2022,S001,P0003,Clothing,North,817,220,646,55.34,12174.8,25,Cloudy,Yes,64.21,Spring,Yes,197
5/15/2022,S001,P0004,Electronics,North,33,33,0,86.68,2860.44,10,Cloudy,Yes,95,Spring,Yes,62
5/15/2022,S001,P0005,Groceries,North,484,37,0,52.67,1948.79,0,Cloudy,No,50.52,Spring,Yes,51
5/15/2022,S001,P0006,Toys,North,117,13,0,26.85,349.05,10,Cloudy,Yes,32.06,Spring,Yes,13
5/15/2022,S001,P0007,Groceries,North,639,99,746,25.44,2518.56,15,Cloudy,Yes,28.44,Spring,Yes,160
5/15/2022,S001,P0008,Electronics,North,70,55,58,38.6,2123,0,Cloudy,No,41.87,Spring,Yes,53
5/15/2022,S001,P0009,Clothing,North,195,74,0,87.59,6481.66,5,Cloudy,No,87.58,Spring,Yes,90
5/15/2022,S001,P0010,Furniture,North,252,46,194,111.68,5137.28,10,Cloudy,No,99.42,Spring,Yes,52
5/15/2022,S001,P0011,Furniture,North,149,37,58,110.39,4084.43,20,Cloudy,Yes,120.36,Spring,Yes,33
5/15/2022,S001,P0012,Groceries,North,127,45,0,71.29,3208.05,0,Cloudy,No,83.93,Spring,Yes,56
5/15/2022,S001,P0013,Toys,North,96,20,0,23.63,472.6,10,Cloudy,No,22.61,Spring,Yes,20
5/15/2022,S001,P0014,Groceries,North,408,42,0,54.93,2307.06,10,Cloudy,No,65.04,Spring,Yes,49
5/15/2022,S001,P0015,Toys,North,97,9,0,11.44,102.96,0,Cloudy,No,12.8,Spring,Yes,9
5/15/2022,S001,P0016,Groceries,North,246,53,0,30.7,1627.1,10,Cloudy,No,34.55,Spring,Yes,61
5/15/2022,S001,P0017,Toys,North,38,14,50,14.5,203,15,Cloudy,Yes,16.98,Spring,Yes,20
5/15/2022,S001,P0018,Groceries,North,174,91,145,56.54,5145.14,20,Cloudy,Yes,52.24,Spring,Yes,130
5/15/2022,S001,P0019,Furniture,North,69,18,50,88.29,1589.22,5,Cloudy,No,97.12,Spring,Yes,25
5/15/2022,S001,P0020,Furniture,North,110,21,0,91.49,1921.29,10,Cloudy,Yes,87.05,Spring,Yes,22
5/15/2022,S002,P0001,Groceries,South,284,78,296,67.07,5231.46,15,Cloudy,Yes,76.24,Spring,Yes,90
5/15/2022,S002,P0002,Toys,South,66,66,152,31.66,2089.56,5,Cloudy,No,29.47,Spring,Yes,82
5/15/2022,S002,P0003,Groceries,South,347,62,0,65.39,4054.18,20,Cloudy,Yes,62.76,Spring,Yes,85
5/15/2022,S002,P0004,Groceries,South,250,30,0,29.77,893.1,20,Cloudy,Yes,27.65,Spring,Yes,49
5/15/2022,S002,P0005,Electronics,South,889,45,0,79.97,3598.65,0,Cloudy,No,94.41,Spring,Yes,54
5/15/2022,S002,P0006,Clothing,South,69,69,164,61.65,4253.85,20,Cloudy,Yes,66.43,Spring,Yes,148
5/15/2022,S002,P0007,Toys,South,286,18,0,19.32,347.76,10,Cloudy,Yes,20.48,Spring,Yes,21
5/15/2022,S002,P0008,Groceries,South,192,87,0,24.88,2164.56,5,Cloudy,No,21.44,Spring,Yes,87
5/15/2022,S002,P0009,Groceries,South,303,63,0,55.6,3502.8,0,Cloudy,No,63.37,Spring,Yes,65
5/15/2022,S002,P0010,Groceries,South,104,58,66,77,4466,10,Cloudy,No,75.92,Spring,Yes,72
5/15/2022,S002,P0011,Groceries,South,166,153,403,92.44,14143.32,20,Cloudy,Yes,80.76,Spring,Yes,144
5/15/2022,S002,P0012,Electronics,South,229,36,0,56.44,2031.84,5,Cloudy,No,50.83,Spring,Yes,41
5/15/2022,S002,P0013,Groceries,South,417,30,0,17.17,515.1,5,Cloudy,No,18.82,Spring,Yes,42
5/15/2022,S002,P0014,Electronics,South,226,45,0,115.9,5215.5,5,Cloudy,No,111.26,Spring,Yes,74
5/15/2022,S002,P0015,Clothing,South,407,50,0,59.73,2986.5,10,Cloudy,No,56.83,Spring,Yes,71
5/15/2022,S002,P0016,Clothing,South,86,73,0,77.85,5683.05,5,Cloudy,No,85.56,Spring,Yes,73
5/15/2022,S002,P0017,Toys,South,287,40,0,13.82,552.8,25,Cloudy,Yes,13.39,Spring,Yes,46
5/15/2022,S002,P0018,Clothing,South,86,83,114,22.69,1883.27,25,Cloudy,Yes,26.87,Spring,Yes,122
5/15/2022,S002,P0019,Clothing,South,129,102,0,87.61,8936.22,5,Cloudy,No,82.96,Spring,Yes,96
5/15/2022,S002,P0020,Furniture,South,178,34,0,99.38,3378.92,10,Cloudy,Yes,110.2,Spring,Yes,33
5/15/2022,S003,P0001,Toys,East,213,82,160,15.43,1265.26,10,Sunny,Yes,14.25,Spring,Yes,85
5/15/2022,S003,P0002,Groceries,East,779,48,0,48.26,2316.48,0,Sunny,No,51.49,Spring,Yes,55
5/15/2022,S003,P0003,Electronics,East,124,113,101,70.48,7964.24,25,Sunny,Yes,65.67,Spring,Yes,94
5/15/2022,S003,P0004,Groceries,East,360,110,338,19.01,2091.1,20,Sunny,Yes,21.98,Spring,Yes,106
5/15/2022,S003,P0005,Toys,East,515,43,0,18.94,814.42,5,Sunny,No,16.24,Spring,Yes,46
5/15/2022,S003,P0006,Toys,East,86,22,50,25.28,556.16,20,Sunny,Yes,23.08,Spring,Yes,25
5/15/2022,S003,P0007,Groceries,East,511,127,428,13.8,1752.6,25,Sunny,Yes,12.88,Spring,Yes,120
5/15/2022,S003,P0008,Clothing,East,300,78,0,105.01,8190.78,10,Sunny,No,121.81,Spring,Yes,98
5/15/2022,S003,P0009,Groceries,East,117,52,89,51.65,2685.8,0,Sunny,No,58.22,Spring,Yes,84
5/15/2022,S003,P0010,Groceries,East,118,47,61,36.53,1716.91,0,Sunny,No,36.28,Spring,Yes,64
5/15/2022,S003,P0011,Electronics,East,324,66,0,100.63,6641.58,10,Sunny,Yes,120.92,Spring,Yes,66
5/15/2022,S003,P0012,Furniture,East,113,26,74,89.55,2328.3,0,Sunny,No,82.44,Spring,Yes,36
5/15/2022,S003,P0013,Groceries,East,272,35,0,63.56,2224.6,5,Sunny,No,57.66,Spring,Yes,59
5/15/2022,S003,P0014,Groceries,East,221,51,0,82.71,4218.21,0,Sunny,No,81.23,Spring,Yes,45
5/15/2022,S003,P0015,Groceries,East,389,43,0,89.31,3840.33,0,Sunny,No,88.09,Spring,Yes,57
5/15/2022,S003,P0016,Electronics,East,139,97,0,101.93,9887.21,5,Sunny,No,121.06,Spring,Yes,116
5/15/2022,S003,P0017,Furniture,East,468,45,0,92.17,4147.65,20,Sunny,Yes,106.13,Spring,Yes,60
5/15/2022,S003,P0018,Furniture,East,146,31,0,108.4,3360.4,15,Sunny,Yes,92.63,Spring,Yes,47
5/15/2022,S003,P0019,Groceries,East,95,69,66,48.93,3376.17,10,Sunny,No,47.95,Spring,Yes,79
5/15/2022,S003,P0020,Clothing,East,301,129,0,87.54,11292.66,10,Sunny,Yes,99.72,Spring,Yes,188
5/15/2022,S004,P0001,Groceries,West,555,134,394,11.34,1519.56,10,Sunny,Yes,10.33,Spring,Yes,122
5/15/2022,S004,P0002,Groceries,West,139,49,121,18.53,907.97,0,Sunny,No,21.31,Spring,Yes,72
5/15/2022,S004,P0003,Furniture,West,188,31,0,100.79,3124.49,25,Sunny,Yes,86.72,Spring,Yes,50
5/15/2022,S004,P0004,Groceries,West,107,107,344,43.97,4704.79,20,Sunny,Yes,47.21,Spring,Yes,105
